Pokemon,Type,Species,Height,Weight,Abilities,EV Yield,Catch Rate,Base Friendship,Base Exp,Growth Rate,Egg Groups,Gender,Egg Cycles,HP Base,HP Min,HP Max,Attack Base,Attack Min,Attack Max,Defense Base,Defense Min,Defense Max,Special Attack Base,Special Attack Min,Special Attack Max,Special Defense Base,Special Defense Min,Special Defense Max,Speed Base,Speed Min,Speed Max
Palkia Origin Forme,"Water, Dragon",Spatial Pokémon,6.3 m (20′08″),660.0 kg (1455.0 lbs),"1. Pressure, Telepathy (hidden ability)",3 Sp. Atk,"3 (0.4% with PokéBall, full HP)",0 (lower than normal),340,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",90,290,384,100,184,328,100,184,328,150,274,438,120,220,372,120,220,372
Palossand,"Ghost, Ground",Sand Castle Pokémon,1.3 m (4′03″),250.0 kg (551.2 lbs),"1. Water Compaction, Sand Veil (hidden ability)",2 Defense,"60 (7.8% with PokéBall, full HP)",50 (normal),168,Medium Fast,Amorphous,"50% male, 50% female","15 (3,599–3,855 steps)",85,280,374,75,139,273,110,202,350,100,184,328,75,139,273,35,67,185
Palpitoad,"Water, Ground",Vibration Pokémon,0.8 m (2′07″),17.0 kg (37.5 lbs),"1. Swift Swim, 2. Hydration, Water Absorb (hidden ability)",2 HP,"120 (15.7% with PokéBall, full HP)",50 (normal),134,Medium Slow,Water 1,"50% male, 50% female","20 (4,884–5,140 steps)",75,260,354,65,121,251,55,103,229,65,121,251,55,103,229,69,128,260
Pancham,Fighting,Playful Pokémon,0.6 m (2′00″),8.0 kg (17.6 lbs),"1. Iron Fist, 2. Mold Breaker, Scrappy (hidden ability)",1 Attack,"220 (28.8% with PokéBall, full HP)",50 (normal),70,Medium Fast,"Field, Human-Like","50% male, 50% female","25 (6,169–6,425 steps)",67,244,338,82,152,289,62,116,245,46,87,210,48,90,214,43,81,203
Pangoro,"Fighting, Dark",Daunting Pokémon,2.1 m (6′11″),136.0 kg (299.8 lbs),"1. Iron Fist, 2. Mold Breaker, Scrappy (hidden ability)",2 Attack,"65 (8.5% with PokéBall, full HP)",50 (normal),173,Medium Fast,"Field, Human-Like","50% male, 50% female","25 (6,169–6,425 steps)",95,300,394,124,227,381,78,144,280,69,128,260,71,132,265,58,108,236
Panpour,Water,Spray Pokémon,0.6 m (2′00″),13.5 kg (29.8 lbs),"1. Gluttony, Torrent (hidden ability)",1 Speed,"190 (24.8% with PokéBall, full HP)",50 (normal),63,Medium Fast,Field,"87.5% male, 12.5% female","20 (4,884–5,140 steps)",50,210,304,53,99,225,48,90,214,53,99,225,48,90,214,64,119,249
Pansage,Grass,Grass Monkey Pokémon,0.6 m (2′00″),10.5 kg (23.1 lbs),"1. Gluttony, Overgrow (hidden ability)",1 Speed,"190 (24.8% with PokéBall, full HP)",50 (normal),63,Medium Fast,Field,"87.5% male, 12.5% female","20 (4,884–5,140 steps)",50,210,304,53,99,225,48,90,214,53,99,225,48,90,214,64,119,249
Pansear,Fire,High Temp Pokémon,0.6 m (2′00″),11.0 kg (24.3 lbs),"1. Gluttony, Blaze (hidden ability)",1 Speed,"190 (24.8% with PokéBall, full HP)",50 (normal),63,Medium Fast,Field,"87.5% male, 12.5% female","20 (4,884–5,140 steps)",50,210,304,53,99,225,48,90,214,53,99,225,48,90,214,64,119,249
Paras,"Bug, Grass",Mushroom Pokémon,0.3 m (1′00″),5.4 kg (11.9 lbs),"1. Effect Spore, 2. Dry Skin, Damp (hidden ability)",1 Attack,"190 (24.8% with PokéBall, full HP)",50 (normal),57,Medium Fast,"Bug, Grass","50% male, 50% female","20 (4,884–5,140 steps)",35,180,274,70,130,262,55,103,229,45,85,207,55,103,229,25,49,163
Parasect,"Bug, Grass",Mushroom Pokémon,1.0 m (3′03″),29.5 kg (65.0 lbs),"1. Effect Spore, 2. Dry Skin, Damp (hidden ability)","2 Attack, 1 Defense","75 (9.8% with PokéBall, full HP)",50 (normal),142,Medium Fast,"Bug, Grass","50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,95,175,317,80,148,284,60,112,240,80,148,284,30,58,174
Passimian,Fighting,Teamwork Pokémon,2.0 m (6′07″),82.8 kg (182.5 lbs),"1. Receiver, Defiant (hidden ability)",2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),172,Slow,Field,"50% male, 50% female","20 (4,884–5,140 steps)",100,310,404,120,220,372,90,166,306,40,76,196,60,112,240,80,148,284
Patrat,Normal,Scout Pokémon,0.5 m (1′08″),11.6 kg (25.6 lbs),"1. Run Away, 2. Keen Eye, Analytic (hidden ability)",1 Attack,"255 (33.3% with PokéBall, full HP)",50 (normal),51,Medium Fast,Field,"50% male, 50% female","15 (3,599–3,855 steps)",45,200,294,55,103,229,39,74,194,35,67,185,39,74,194,42,80,201
Pawmi,Electric,Mouse Pokémon,0.3 m (1′00″),2.5 kg (5.5 lbs),"1. Static, 2. Natural Cure, Iron Fist (hidden ability)",1 Speed,"190 (24.8% with PokéBall, full HP)",50 (normal),48,Medium Fast,Field,"50% male, 50% female","15 (3,599–3,855 steps)",45,200,294,50,94,218,20,40,152,40,76,196,25,49,163,60,112,240
Pawmo,"Electric, Fighting",Mouse Pokémon,0.4 m (1′04″),6.5 kg (14.3 lbs),"1. Volt Absorb, 2. Natural Cure, Iron Fist (hidden ability)",2 Speed,"80 (10.5% with PokéBall, full HP)",50 (normal),123,Medium Fast,Field,"50% male, 50% female","15 (3,599–3,855 steps)",60,230,324,75,139,273,40,76,196,50,94,218,40,76,196,85,157,295
Pawmot,"Electric, Fighting",Hands-On Pokémon,0.9 m (2′11″),41.0 kg (90.4 lbs),"1. Volt Absorb, 2. Natural Cure, Iron Fist (hidden ability)",3 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),245,Medium Fast,Field,"50% male, 50% female","15 (3,599–3,855 steps)",70,250,344,115,211,361,70,130,262,70,130,262,60,112,240,105,193,339
Pawniard,"Dark, Steel",Sharp Blade Pokémon,0.5 m (1′08″),10.2 kg (22.5 lbs),"1. Defiant, 2. Inner Focus, Pressure (hidden ability)",1 Attack,"120 (15.7% with PokéBall, full HP)",35 (lower than normal),68,Medium Fast,Human-Like,"50% male, 50% female","20 (4,884–5,140 steps)",45,200,294,85,157,295,70,130,262,40,76,196,40,76,196,60,112,240
Pecharunt,"Poison, Ghost",Subjugation Pokémon,0.3 m (1′00″),0.3 kg (0.7 lbs),1. Poison Puppeteer,3 Defense,"3 (0.4% with PokéBall, full HP)",—,—,Slow,Undiscovered,Genderless,—,88,286,380,88,162,302,160,292,460,88,162,302,88,162,302,88,162,302
Pelipper,"Water, Flying",Water Bird Pokémon,1.2 m (3′11″),28.0 kg (61.7 lbs),"1. Keen Eye, 2. Drizzle, Rain Dish (hidden ability)",2 Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),154,Medium Fast,"Flying, Water 1","50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,50,94,218,100,184,328,95,175,317,70,130,262,65,121,251
Perrserker,Steel,Viking Pokémon,0.8 m (2′07″),28.0 kg (61.7 lbs),"1. Battle Armor, 2. Tough Claws, Steely Spirit (hidden ability)",2 Attack,"90 (11.8% with PokéBall, full HP)",50 (normal),154,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",70,250,344,110,202,350,100,184,328,50,94,218,60,112,240,50,94,218
Persian,Normal,Classy Cat Pokémon,1.0 m (3′03″),32.0 kg (70.5 lbs),"1. Limber, 2. Technician, Unnerve (hidden ability)",2 Speed,"90 (11.8% with PokéBall, full HP)",50 (normal),154,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",65,240,334,70,130,262,60,112,240,65,121,251,65,121,251,115,211,361
Alolan Persian,Dark,Classy Cat Pokémon,1.1 m (3′07″),33.0 kg (72.8 lbs),"1. Fur Coat, 2. Technician, Rattled (hidden ability)",2 Speed,"90 (11.8% with PokéBall, full HP)",50 (normal),154,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",65,240,334,60,112,240,60,112,240,75,139,273,65,121,251,115,211,361
Petilil,Grass,Bulb Pokémon,0.5 m (1′08″),6.6 kg (14.6 lbs),"1. Chlorophyll, 2. Own Tempo, Leaf Guard (hidden ability)",1 Sp. Atk,"190 (24.8% with PokéBall, full HP)",50 (normal),56,Medium Fast,Grass,"0% male, 100% female","20 (4,884–5,140 steps)",45,200,294,35,67,185,50,94,218,70,130,262,50,94,218,30,58,174
Phanpy,Ground,Long Nose Pokémon,0.5 m (1′08″),33.5 kg (73.9 lbs),"1. Pickup, Sand Veil (hidden ability)",1 HP,"120 (15.7% with PokéBall, full HP)",50 (normal),66,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",90,290,384,60,112,240,60,112,240,40,76,196,40,76,196,40,76,196
Phantump,"Ghost, Grass",Stump Pokémon,0.4 m (1′04″),7.0 kg (15.4 lbs),"1. Natural Cure, 2. Frisk, Harvest (hidden ability)",1 Attack,"120 (15.7% with PokéBall, full HP)",50 (normal),62,Medium Fast,"Amorphous, Grass","50% male, 50% female","20 (4,884–5,140 steps)",43,196,290,70,130,262,48,90,214,50,94,218,60,112,240,38,72,192
Pheromosa,"Bug, Fighting",Lissome Pokémon,1.8 m (5′11″),25.0 kg (55.1 lbs),1. Beast Boost,3 Speed,"45 (5.9% with PokéBall, full HP)",0 (lower than normal),257,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",71,252,346,137,251,410,37,71,190,137,251,410,37,71,190,151,276,441
Phione,Water,Sea Drifter Pokémon,0.4 m (1′04″),3.1 kg (6.8 lbs),1. Hydration,1 HP,"30 (3.9% with PokéBall, full HP)",50 (normal),216,Slow,"Fairy, Water 1",Genderless,"40 (10,024–10,280 steps)",80,270,364,80,148,284,80,148,284,80,148,284,80,148,284,80,148,284
Pichu,Electric,Tiny Mouse Pokémon,0.3 m (1′00″),2.0 kg (4.4 lbs),"1. Static, Lightning Rod (hidden ability)",1 Speed,"190 (24.8% with PokéBall, full HP)",50 (normal),41,Medium Fast,Undiscovered,"50% male, 50% female","10 (2,314–2,570 steps)",20,150,244,40,76,196,15,31,141,35,67,185,35,67,185,60,112,240
Pidgeot,"Normal, Flying",Bird Pokémon,1.5 m (4′11″),39.5 kg (87.1 lbs),"1. Keen Eye, 2. Tangled Feet, Big Pecks (hidden ability)",3 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),216,Medium Slow,Flying,"50% male, 50% female","15 (3,599–3,855 steps)",83,276,370,80,148,284,75,139,273,70,130,262,70,130,262,101,186,331
Mega Pidgeot,"Normal, Flying",Bird Pokémon,2.2 m (7′03″),50.5 kg (111.3 lbs),1. No Guard,3 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),261,Medium Slow,Flying,"50% male, 50% female","15 (3,599–3,855 steps)",83,276,370,80,148,284,80,148,284,135,247,405,80,148,284,121,222,375
Pidgeotto,"Normal, Flying",Bird Pokémon,1.1 m (3′07″),30.0 kg (66.1 lbs),"1. Keen Eye, 2. Tangled Feet, Big Pecks (hidden ability)",2 Speed,"120 (15.7% with PokéBall, full HP)",50 (normal),122,Medium Slow,Flying,"50% male, 50% female","15 (3,599–3,855 steps)",63,236,330,60,112,240,55,103,229,50,94,218,50,94,218,71,132,265
Pidgey,"Normal, Flying",Tiny Bird Pokémon,0.3 m (1′00″),1.8 kg (4.0 lbs),"1. Keen Eye, 2. Tangled Feet, Big Pecks (hidden ability)",1 Speed,"255 (33.3% with PokéBall, full HP)",50 (normal),50,Medium Slow,Flying,"50% male, 50% female","15 (3,599–3,855 steps)",40,190,284,45,85,207,40,76,196,35,67,185,35,67,185,56,105,232
Pidove,"Normal, Flying",Tiny Pigeon Pokémon,0.3 m (1′00″),2.1 kg (4.6 lbs),"1. Big Pecks, 2. Super Luck, Rivalry (hidden ability)",1 Attack,"255 (33.3% with PokéBall, full HP)",50 (normal),53,Medium Slow,Flying,"50% male, 50% female","15 (3,599–3,855 steps)",50,210,304,55,103,229,50,94,218,36,69,188,30,58,174,43,81,203
Pignite,"Fire, Fighting",Fire Pig Pokémon,1.0 m (3′03″),55.5 kg (122.4 lbs),"1. Blaze, Thick Fat (hidden ability)",2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),146,Medium Slow,Field,"87.5% male, 12.5% female","20 (4,884–5,140 steps)",90,290,384,93,171,313,55,103,229,70,130,262,55,103,229,55,103,229
Pikachu,Electric,Mouse Pokémon,0.4 m (1′04″),6.0 kg (13.2 lbs),"1. Static, Lightning Rod (hidden ability)",2 Speed,"190 (24.8% with PokéBall, full HP)",50 (normal),112,Medium Fast,"Fairy, Field","50% male, 50% female","10 (2,314–2,570 steps)",35,180,274,55,103,229,40,76,196,50,94,218,50,94,218,90,166,306
Partner Pikachu,Electric,Mouse Pokémon,0.4 m (1′04″),6.0 kg (13.2 lbs),—,2 Speed,"190 (24.8% with PokéBall, full HP)",50 (normal),112,Medium Fast,—,"50% male, 50% female","10 (2,314–2,570 steps)",45,200,294,80,148,284,50,94,218,75,139,273,60,112,240,120,220,372
Pikipek,"Normal, Flying",Woodpecker Pokémon,0.3 m (1′00″),1.2 kg (2.6 lbs),"1. Keen Eye, 2. Skill Link, Pickup (hidden ability)",1 Attack,"255 (33.3% with PokéBall, full HP)",50 (normal),53,Medium Fast,Flying,"50% male, 50% female","15 (3,599–3,855 steps)",35,180,274,75,139,273,30,58,174,30,58,174,30,58,174,65,121,251
Piloswine,"Ice, Ground",Swine Pokémon,1.1 m (3′07″),55.8 kg (123.0 lbs),"1. Oblivious, 2. Snow Cloak, Thick Fat (hidden ability)","1 HP, 1 Attack","75 (9.8% with PokéBall, full HP)",50 (normal),158,Slow,Field,"50% male, 50% female","20 (4,884–5,140 steps)",100,310,404,100,184,328,80,148,284,60,112,240,60,112,240,50,94,218
Pincurchin,Electric,Sea Urchin Pokémon,0.3 m (1′00″),1.0 kg (2.2 lbs),"1. Lightning Rod, Electric Surge (hidden ability)",2 Attack,"75 (9.8% with PokéBall, full HP)",50 (normal),152,Medium Fast,"Amorphous, Water 1","50% male, 50% female","20 (4,884–5,140 steps)",48,206,300,101,186,331,95,175,317,91,168,309,85,157,295,15,31,141
Pineco,Bug,Bagworm Pokémon,0.6 m (2′00″),7.2 kg (15.9 lbs),"1. Sturdy, Overcoat (hidden ability)",1 Defense,"190 (24.8% with PokéBall, full HP)",50 (normal),58,Medium Fast,Bug,"50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,65,121,251,90,166,306,35,67,185,35,67,185,15,31,141
Pinsir,Bug,Stag Beetle Pokémon,1.5 m (4′11″),55.0 kg (121.3 lbs),"1. Hyper Cutter, 2. Mold Breaker, Moxie (hidden ability)",2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),175,Slow,Bug,"50% male, 50% female","25 (6,169–6,425 steps)",65,240,334,125,229,383,100,184,328,55,103,229,70,130,262,85,157,295
Mega Pinsir,"Bug, Flying",Stag Beetle Pokémon,1.7 m (5′07″),59.0 kg (130.1 lbs),1. Aerilate,2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),210,Slow,Bug,"50% male, 50% female","25 (6,169–6,425 steps)",65,240,334,155,283,449,120,220,372,65,121,251,90,166,306,105,193,339
Piplup,Water,Penguin Pokémon,0.4 m (1′04″),5.2 kg (11.5 lbs),"1. Torrent, Defiant (hidden ability)",1 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),63,Medium Slow,"Field, Water 1","87.5% male, 12.5% female","20 (4,884–5,140 steps)",53,216,310,51,96,221,53,99,225,61,114,243,56,105,232,40,76,196
Plusle,Electric,Cheering Pokémon,0.4 m (1′04″),4.2 kg (9.3 lbs),"1. Plus, Lightning Rod (hidden ability)",1 Speed,"200 (26.1% with PokéBall, full HP)",50 (normal),142,Medium Fast,Fairy,"50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,50,94,218,40,76,196,85,157,295,75,139,273,95,175,317
Poipole,Poison,Poison Pin Pokémon,0.6 m (2′00″),1.8 kg (4.0 lbs),1. Beast Boost,1 Speed,"45 (5.9% with PokéBall, full HP)",0 (lower than normal),189,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",67,244,338,73,135,269,67,125,256,73,135,269,67,125,256,73,135,269
Politoed,Water,Frog Pokémon,1.1 m (3′07″),33.9 kg (74.7 lbs),"1. Water Absorb, 2. Damp, Drizzle (hidden ability)",3 Sp. Def,"45 (5.9% with PokéBall, full HP)",50 (normal),225,Medium Slow,Water 1,"50% male, 50% female","20 (4,884–5,140 steps)",90,290,384,75,139,273,75,139,273,90,166,306,100,184,328,70,130,262
Poliwag,Water,Tadpole Pokémon,0.6 m (2′00″),12.4 kg (27.3 lbs),"1. Water Absorb, 2. Damp, Swift Swim (hidden ability)",1 Speed,"255 (33.3% with PokéBall, full HP)",50 (normal),60,Medium Slow,Water 1,"50% male, 50% female","20 (4,884–5,140 steps)",40,190,284,50,94,218,40,76,196,40,76,196,40,76,196,90,166,306
Poliwhirl,Water,Tadpole Pokémon,1.0 m (3′03″),20.0 kg (44.1 lbs),"1. Water Absorb, 2. Damp, Swift Swim (hidden ability)",2 Speed,"120 (15.7% with PokéBall, full HP)",50 (normal),135,Medium Slow,Water 1,"50% male, 50% female","20 (4,884–5,140 steps)",65,240,334,65,121,251,65,121,251,50,94,218,50,94,218,90,166,306
Poliwrath,"Water, Fighting",Tadpole Pokémon,1.3 m (4′03″),54.0 kg (119.0 lbs),"1. Water Absorb, 2. Damp, Swift Swim (hidden ability)",3 Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),230,Medium Slow,Water 1,"50% male, 50% female","20 (4,884–5,140 steps)",90,290,384,95,175,317,95,175,317,70,130,262,90,166,306,70,130,262
Poltchageist,"Grass, Ghost",Matcha Pokémon,0.1 m (0′04″),1.1 kg (2.4 lbs),"1. Hospitality, Heatproof (hidden ability)",1 Sp. Atk,"120 (15.7% with PokéBall, full HP)",—,—,Medium Fast,"Amorphous, Mineral",Genderless,—,40,190,284,45,85,207,45,85,207,74,137,271,54,101,227,50,94,218
Polteageist,Ghost,Black Tea Pokémon,0.2 m (0′08″),0.4 kg (0.9 lbs),"1. Weak Armor, Cursed Body (hidden ability)",2 Sp. Atk,"60 (7.8% with PokéBall, full HP)",50 (normal),178,Medium Fast,"Amorphous, Mineral",Genderless,"20 (4,884–5,140 steps)",60,230,324,65,121,251,65,121,251,134,245,403,114,209,359,70,130,262
Ponyta,Fire,Fire Horse Pokémon,1.0 m (3′03″),30.0 kg (66.1 lbs),"1. Run Away, 2. Flash Fire, Flame Body (hidden ability)",1 Speed,"190 (24.8% with PokéBall, full HP)",50 (normal),82,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,85,157,295,55,103,229,65,121,251,65,121,251,90,166,306
Galarian Ponyta,Psychic,Unique Horn Pokémon,0.8 m (2′07″),24.0 kg (52.9 lbs),"1. Run Away, 2. Pastel Veil, Anticipation (hidden ability)",1 Speed,"190 (24.8% with PokéBall, full HP)",50 (normal),82,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,85,157,295,55,103,229,65,121,251,65,121,251,90,166,306
Poochyena,Dark,Bite Pokémon,0.5 m (1′08″),13.6 kg (30.0 lbs),"1. Run Away, 2. Quick Feet, Rattled (hidden ability)",1 Attack,"255 (33.3% with PokéBall, full HP)",50 (normal),56,Medium Fast,Field,"50% male, 50% female","15 (3,599–3,855 steps)",35,180,274,55,103,229,35,67,185,30,58,174,30,58,174,35,67,185
Popplio,Water,Sea Lion Pokémon,0.4 m (1′04″),7.5 kg (16.5 lbs),"1. Torrent, Liquid Voice (hidden ability)",1 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),64,Medium Slow,"Field, Water 1","87.5% male, 12.5% female","15 (3,599–3,855 steps)",50,210,304,54,101,227,54,101,227,66,123,254,56,105,232,40,76,196
Porygon,Normal,Virtual Pokémon,0.8 m (2′07″),36.5 kg (80.5 lbs),"1. Trace, 2. Download, Analytic (hidden ability)",1 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),79,Medium Fast,Mineral,Genderless,"20 (4,884–5,140 steps)",65,240,334,60,112,240,70,130,262,85,157,295,75,139,273,40,76,196
Porygon-Z,Normal,Virtual Pokémon,0.9 m (2′11″),34.0 kg (75.0 lbs),"1. Adaptability, 2. Download, Analytic (hidden ability)",3 Sp. Atk,"30 (3.9% with PokéBall, full HP)",50 (normal),241,Medium Fast,Mineral,Genderless,"20 (4,884–5,140 steps)",85,280,374,80,148,284,70,130,262,135,247,405,75,139,273,90,166,306
Porygon2,Normal,Virtual Pokémon,0.6 m (2′00″),32.5 kg (71.7 lbs),"1. Trace, 2. Download, Analytic (hidden ability)",2 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),180,Medium Fast,Mineral,Genderless,"20 (4,884–5,140 steps)",85,280,374,80,148,284,90,166,306,105,193,339,95,175,317,60,112,240
Primarina,"Water, Fairy",Soloist Pokémon,1.8 m (5′11″),44.0 kg (97.0 lbs),"1. Torrent, Liquid Voice (hidden ability)",3 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),239,Medium Slow,"Field, Water 1","87.5% male, 12.5% female","15 (3,599–3,855 steps)",80,270,364,74,137,271,74,137,271,126,231,386,116,213,364,60,112,240
Primeape,Fighting,Pig Monkey Pokémon,1.0 m (3′03″),32.0 kg (70.5 lbs),"1. Vital Spirit, 2. Anger Point, Defiant (hidden ability)",2 Attack,"75 (9.8% with PokéBall, full HP)",50 (normal),159,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",65,240,334,105,193,339,60,112,240,60,112,240,70,130,262,95,175,317
Prinplup,Water,Penguin Pokémon,0.8 m (2′07″),23.0 kg (50.7 lbs),"1. Torrent, Defiant (hidden ability)",2 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),142,Medium Slow,"Field, Water 1","87.5% male, 12.5% female","20 (4,884–5,140 steps)",64,238,332,66,123,254,68,126,258,81,150,287,76,141,276,50,94,218
Probopass,"Rock, Steel",Compass Pokémon,1.4 m (4′07″),340.0 kg (749.6 lbs),"1. Sturdy, 2. Magnet Pull, Sand Force (hidden ability)","1 Defense, 2 Sp. Def","60 (7.8% with PokéBall, full HP)",50 (normal),184,Medium Fast,Mineral,"50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,55,103,229,145,265,427,75,139,273,150,274,438,40,76,196
Psyduck,Water,Duck Pokémon,0.8 m (2′07″),19.6 kg (43.2 lbs),"1. Damp, 2. Cloud Nine, Swift Swim (hidden ability)",1 Sp. Atk,"190 (24.8% with PokéBall, full HP)",50 (normal),64,Medium Fast,"Field, Water 1","50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,52,98,223,48,90,214,65,121,251,50,94,218,55,103,229
Pumpkaboo Average Size,"Ghost, Grass",Pumpkin Pokémon,0.4 m (1′04″),5.0 kg (11.0 lbs),"1. Pickup, 2. Frisk, Insomnia (hidden ability)",1 Defense,"120 (15.7% with PokéBall, full HP)",50 (normal),67,Medium Fast,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)",49,208,302,66,123,254,70,130,262,44,83,205,55,103,229,51,96,221
Pumpkaboo Small Size,"Ghost, Grass",Pumpkin Pokémon,0.3 m (1′00″),3.5 kg (7.7 lbs),"1. Pickup, 2. Frisk, Insomnia (hidden ability)",1 Defense,"120 (15.7% with PokéBall, full HP)",50 (normal),67,Medium Fast,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)",44,198,292,66,123,254,70,130,262,44,83,205,55,103,229,56,105,232
Pumpkaboo Large Size,"Ghost, Grass",Pumpkin Pokémon,0.5 m (1′08″),7.5 kg (16.5 lbs),"1. Pickup, 2. Frisk, Insomnia (hidden ability)",1 Defense,"120 (15.7% with PokéBall, full HP)",50 (normal),67,Medium Fast,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)",54,218,312,66,123,254,70,130,262,44,83,205,55,103,229,46,87,210
Pumpkaboo Super Size,"Ghost, Grass",Pumpkin Pokémon,0.8 m (2′07″),15.0 kg (33.1 lbs),"1. Pickup, 2. Frisk, Insomnia (hidden ability)",1 Defense,"120 (15.7% with PokéBall, full HP)",50 (normal),67,Medium Fast,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)",59,228,322,66,123,254,70,130,262,44,83,205,55,103,229,41,78,199
